"","nigmsProjData.PI_IDS","nigmsProjData.PI_NAMEs"
"596","1898458;","RICHARDS, FREDERIC M;"
"597","1863360;","CAVALLI-SFORZA, LUIGI L;"
"598","1863360;","CAVALLI-SFORZA, LUIGI L;"
"599","6416692;","OEFNER, PETER J;"
"600","1876107;","FELDMAN, MARCUS W;"
"601","1932994;","MOUNTAIN, JOANNA L.;"
"602","1863360;","CAVALLI-SFORZA, LUIGI L;"
"603","1874239;","DICKERSON, RICHARD E;"
"604","1874239;","DICKERSON, RICHARD E;"
"605","6223734;","EISENBERG, DAVID;"
"606","6223736;","YEATES, TODD O;"
"607","1874239;","DICKERSON, RICHARD E;"
"608","8630125;","WILKINSON, GRANT R.;"
"609","8630125;","WILKINSON, GRANT R.;"
"610","1893523;","WOOD, ALASTAIR J. J.;"
"611","1901661;","KIM, RICHARD B;"
"612","6223744;","CHAUDHARY, AJAI K;"
"613","1883261;","TRAGER, WILLIAM F;"
"614","1883261;","TRAGER, WILLIAM F;"
"615","1895821;","NELSON, SIDNEY DONALD;"
"616","1883261;","TRAGER, WILLIAM F;"
"617","6223756;","THUMMEL, KENNETH E.;"
"618","1883261;","TRAGER, WILLIAM F;"
"619","1880335;","ROSBASH, MICHAEL;"
"620","1880335;","ROSBASH, MICHAEL;"
"621","1895708;","HALL, JEFFREY C;"
"622","1895708;","HALL, JEFFREY C;"
"623","6223772;","WHITE, KALPANA P;"
"624","6223772;","WHITE, KALPANA P;"
"625","1880335;","ROSBASH, MICHAEL;"
"626","1880335;","ROSBASH, MICHAEL;"
"627","6223775;","GRIFFITH, LESLIE;"
"628","6223775;","GRIFFITH, LESLIE;"
"629","6223777;","SENGUPTA, PIALI;"
"630","6223777;","SENGUPTA, PIALI;"
"631","1887857;","ULEVITCH, RICHARD J;"
"632","1887857;","ULEVITCH, RICHARD J;"
"633","1866458;","MARTIN, THOMAS R;"
"634","1896644;","KNAUS, ULLA G.;"
"635","2451599;","KIRKLAND, THEO N;"
"636","1887857;","ULEVITCH, RICHARD J;"
"637","1857787;","HARRISON, STEPHEN C;"
"638","6223808;","WILEY, DON C;"
"639","1857787;","HARRISON, STEPHEN C;"
"640","1893723;","VERDINE, GREGORY L;"
"641","1857787;","HARRISON, STEPHEN C;"
"642","1863228;","WEIR, BRUCE S.;"
"643","1863228;","WEIR, BRUCE S.;"
"644","2485182;","ZENG, ZHAO-BANG;"
"645","2485182;","ZENG, ZHAO-BANG;"
"646","1863228;","WEIR, BRUCE S.;"
"647","1863228;","WEIR, BRUCE S.;"
"648","6223859;","ATCHLEY, HALL;"
"649","6223859;","ATCHLEY, HALL;"
"650","1887694;","MACKAY, TRUDY F;"
"651","1887694;","MACKAY, TRUDY F;"
"652","1925339;","THORNE, JEFFREY L.;"
"653","1925339;","THORNE, JEFFREY L.;"
"654","6223865;","EISEN, EUGENE J;"
"655","6223865;","EISEN, EUGENE J;"
"656","6223867;","SEDEROFF, RONALD R;"
"657","6223867;","SEDEROFF, RONALD R;"
"658","1869979;","MUSE, SPENCER V;"
"659","1869979;","MUSE, SPENCER V;"
"660","7248527;","GIBSON, GREGORY C.;"
"661","7248527;","GIBSON, GREGORY C.;"
"662","1898317;","HAUPTMAN, HERBERT A;"
"663","1898317;","HAUPTMAN, HERBERT A;"
"664","6896119;","WEEKS, CHARLES M;"
"665","2094248;","SHEN, QUN;"
"666","6223911;","GRIFFIN, JANE F;"
"667","7780808;","WAGNER, GERHARD;"
"668","7780808;","WAGNER, GERHARD;"
"669","7780808;","WAGNER, GERHARD;"
"670","1893723;","VERDINE, GREGORY L;"
"671","1887625;","WILLIAMSON, JAMES R;"
"672","7780808;","WAGNER, GERHARD;"
"673","1899991;","HOCH, JEFFREY C;"
"674","1881577;","EGER, EDMOND I;"
"675","1881577;","EGER, EDMOND I;"
"676","1881577;","EGER, EDMOND I;"
"677","1881577;","EGER, EDMOND I;"
"678","1876228;","KENDIG, JOAN J;"
"679","1876228;","KENDIG, JOAN J;"
"680","1878171;","HARRIS, ROBERT ADRON;"
"681","1878171;","HARRIS, ROBERT ADRON;"
"682","1884977;","TRUDELL, JAMES ROBERT;"
"683","1884977;","TRUDELL, JAMES ROBERT;"
"684","1881577;","EGER, EDMOND I;"
"685","1881577;","EGER, EDMOND I;"
"686","1876811;","HARRISON, NEIL L.;"
"687","1876811;","HARRISON, NEIL L.;"
"688","1860811;","MIHIC, S JOHN;"
"689","1860811;","MIHIC, S JOHN;"
"690","1862673;","STEINBACH, JOSEPH H.;"
"691","1945362;","COVEY, DOUGLAS F;"
"692","1880394;","LINGLE, CHRISTOPHER J;"
"693","1862673;","STEINBACH, JOSEPH H.;"
"694","1881390;","EVERS, ALEX S;"
"695","1893416;","ZORUMSKI, CHARLES F;"
"696","1880394;","LINGLE, CHRISTOPHER J;"
"697","1881390;","EVERS, ALEX S;"
"698","2301861;","VANDERKOOI, JANE MARIE;"
"699","1870810;","HOCHSTRASSER, ROBIN MAIN;"
"700","2071034;","THERIEN, MICHAEL J;"
"701","2301861;","VANDERKOOI, JANE MARIE;"
"702","1880740;","DUTTON, P LESLIE;"
"703","6223970;","SHARP, KIM;"
"704","1883014;","DEGRADO, WILLIAM F;"
"705","2301861;","VANDERKOOI, JANE MARIE;"
"706","1883245;","GETZOFF, ELIZABETH D;"
"707","1879138;","CHAZIN, WALTER J;"
"708","1860233;","TAINER, JOHN A;"
"709","1883245;","GETZOFF, ELIZABETH D;"
"710","1888208;","GRAY, HARRY B;"
"711","6607492;","MCREE, DUNCAN E.;"
"712","1878788;","GOODIN, DAVID B.;"
"713","1878788;","GOODIN, DAVID B.;"
"714","6364535;","STOUT, DAVID;"
"715","1879138;","CHAZIN, WALTER J;"
"716","6364607;","PIQUE, MICHAEL E.;"
"717","1897194;","OLIVERA, BALDOMERO M;"
"718","1897194;","OLIVERA, BALDOMERO M;"
"719","6224005;","MCINTOSH, J M;"
"720","6224007;","HILLYARD, DAVID R;"
"721","6224009;","CRUZ, LOURDES J;"
"722","1858437;","RIVIER, JEAN E;"
"723","1959274;","YOSHIKAMI, DOJU;"
"724","1892568;","OLSON, ARTHUR J.;"
"725","1892568;","OLSON, ARTHUR J.;"
"726","6564271;","WONG, CHI-HUEY;"
"727","6224039;","WLODAWER, ALEXANDER;"
"728","1891737;","ELDER, JOHN H;"
"729","1892568;","OLSON, ARTHUR J.;"
"730","1887642;","GLAESER, ROBERT M;"
"731","1887642;","GLAESER, ROBERT M;"
"732","1887642;","GLAESER, ROBERT M;"
"733","1887642;","GLAESER, ROBERT M;"
"734","1901104;","STEVENS, RAYMOND C;"
"735","1901104;","STEVENS, RAYMOND C;"
"736","6224102;","BURKARD, FREDERICK;"
"737","6224102;","BURKARD, FREDERICK;"
"738","6224104;","DOWNING, KENNETH;"
"739","6224104;","DOWNING, KENNETH;"
"740","6224106;","NOGALES, EVA;"
"741","6224106;","NOGALES, EVA;"
"742","6224104;","DOWNING, KENNETH;"
"743","6224104;","DOWNING, KENNETH;"
"744","6224104;","DOWNING, KENNETH;"
"745","6224104;","DOWNING, KENNETH;"
"746","6224104;","DOWNING, KENNETH;"
"747","6224104;","DOWNING, KENNETH;"
"748","1884981;","JAP, BING K.;"
"749","1884981;","JAP, BING K.;"
"750","6224104;","DOWNING, KENNETH;"
"751","6224104;","DOWNING, KENNETH;"
"752","7857103;","ENGELMAN, DONALD M;"
"753","6224242;","BECKWITH, JONATHAN;"
"754","1975934;","BRUNGER, AXEL T.;"
"755","6378681;","GERSTEIN, MARK BENDER;"
"756","7857103;","ENGELMAN, DONALD M;"
"757","1883099;","ECKENHOFF, RODERIC G;"
"758","1883099;","ECKENHOFF, RODERIC G;"
"759","1925739;","JOHANSSON, JONAS S;"
"760","1932428;","KLEIN, MICHAEL L.;"
"761","1876412;","BLASIE, J. KENT;"
"762","1925739;","JOHANSSON, JONAS S;"
"763","1877278;","ORTIZ DE MONTELLANO, PAUL R;"
"764","6224274;","LEAVITT, ANDREW;"
"765","1896956;","CRAIK, CHARLES SCOTT;"
"766","1877278;","ORTIZ DE MONTELLANO, PAUL R;"
"767","1858415;","STROUD, ROBERT M;"
"768","6224281;","KUNTZ, IRWIN;"
"769","1881208;","OPELLA, STANLEY J;"
"770","1881208;","OPELLA, STANLEY J;"
"771","6224284;","BLASIE, J K;"
"772","8260147;","LOLL, PATRICK J;"
"773","1895513;","MONTAL, MAURICIO S;"
"774","1932428;","KLEIN, MICHAEL L.;"
"775","1864138;","MORROW, CASEY D;"
"776","1892640;","HARVEY, STEPHEN C.;"
"777","1866215;","HAJDUK, STEPHEN L;"
"778","1858393;","PUGLISI, JOSEPH D;"
"779","1864138;","MORROW, CASEY D;"
"780","1866215;","HAJDUK, STEPHEN L;"
"781","1864111;","CHAIKEN, IRWIN M;"
"782","2426070;","PEISHOFF, CATHERINE E.;"
"783","1864111;","CHAIKEN, IRWIN M;"
"784","6224303;","HUFFMAN, WILLIAM;"
"785","1864095;","SODROSKI, JOSEPH G;"
"786","6224307;","HENDRICKSON, WAYNE;"
"787","1887625;","WILLIAMSON, JAMES R;"
"788","1898337;","KIM, PETER S;"
"789","1887625;","WILLIAMSON, JAMES R;"
"790","6867156;","STERN, LAWRENCE;"
"791","6224314;","TIDOR, BRUCE;"
"792","1887625;","WILLIAMSON, JAMES R;"
"793","1889558;","CHOE, SENYON;"
"794","1889558;","CHOE, SENYON;"
"795","6224318;","BUSHMAN, FREDERIC;"
"796","6224320;","MCCAMMON, J A;"
"797","1868094;","ARNOLD, EDWARD V;"
"798","1868094;","ARNOLD, EDWARD V;"
"799","6224323;","HUGHES, STEPHEN;"
"800","6224325;","JOHNSON, KENNETH;"
"801","1878482;","KOLLMAN, PETER A;"
"802","2302665;","DYSON, HELEN JANE;"
"803","1898382;","WRIGHT, PETER EDWIN;"
"804","2302665;","DYSON, HELEN JANE;"
"805","1897080;","BENKOVIC, STEPHEN J;"
"806","1858038;","BROOKS, CHARLES L;"
"807","6224337;","CHUNG, JOHN;"
"808","1860998;","SMITH, WILLIAM L;"
"809","1860998;","SMITH, WILLIAM L;"
"810","1866148;","GARAVITO, R MICHAEL;"
"811","1898353;","DEWITT, DAVID LEE;"
"812","1887865;","FERGUSON-MILLER, SHELAGH M;"
"813","6224398;","BABCOCK, GERALD T;"
"814","1898353;","DEWITT, DAVID LEE;"
"815","1866148;","GARAVITO, R MICHAEL;"
"816","1893663;","MCCRACKEN, JOHN L;"
"817","1860625;","KIDD, KENNETH K.;"
"818","6224415;","KIDD, JUDITH R;"
"819","1860625;","KIDD, KENNETH K.;"
"820","7851820;","BRAY-WARD, PATRICIA LEE;"
"821","1887239;","RISCH, NEIL J;"
"822","1860625;","KIDD, KENNETH K.;"
"823","1896742;","MOULT, JOHN;"
"824","6224423;","DOYLE, DARRELL;"
"825","1893755;","EISENSTEIN, EDWARD;"
"826","2110285;","GILLILAND, GARY L.;"
"827","1878650;","HERZBERG, OSNAT;"
"828","1896742;","MOULT, JOHN;"
"829","6224433;","ORBAN, JOHN;"
"830","1984270;","HOWARD, ANDREW J.;"
"831","1870433;","MILLER, KEITH W;"
"832","1870433;","MILLER, KEITH W;"
"833","1870433;","MILLER, KEITH W;"
"834","1870433;","MILLER, KEITH W;"
"835","6144991;","COHEN, JONATHAN B;"
"836","6144991;","COHEN, JONATHAN B;"
"837","1902089;","FORMAN, STUART A;"
"838","1902089;","FORMAN, STUART A;"
"839","1889158;","OLSEN, RICHARD W;"
"840","1889158;","OLSEN, RICHARD W;"
"841","6224479;","HUSAIN, J S;"
"842","6224479;","HUSAIN, J S;"
"843","6144991;","COHEN, JONATHAN B;"
"844","6144991;","COHEN, JONATHAN B;"
"845","1964360;","ARNONE, ARTHUR;"
"846","1964360;","ARNONE, ARTHUR;"
"847","6224483;","NOBLE, ROBERT W;"
"848","6224485;","HOFFMAN, BRIAN M;"
"849","6224487;","FRIEDMAN, JOEL M;"
"850","6224489;","ENGLANDER, S W;"
"851","6187209;","ARMONE, ARTHUR;"
"852","6224483;","NOBLE, ROBERT W;"
"853","1886219;","JULIANO, RUDOLPH;"
"854","1862878;","KOLE, RYSZARD;"
"855","6830245;","JULIANO, R L;"
"856","1857677;","SAMULSKI, RICHARD J;"
"857","1866586;","POLLACK, GARY M;"
"858","2421433;","MCINTOSH, J RICHARD;"
"859","1866968;","HOWELL, KATHRYN ELIZABETH;"
"860","2411375;","STAEHELIN, ANDREW L.;"
"861","2421433;","MCINTOSH, J RICHARD;"
"862","2421433;","MCINTOSH, J RICHARD;"
"863","1891230;","MORTON, CYNTHIA CASSON;"
"864","1880771;","QUADE, BRADLEY J;"
"865","1887138;","GUSELLA, JAMES F;"
"866","1887937;","MAAS, RICHARD L;"
"867","1876811;","HARRISON, NEIL L.;"
"868","1876811;","HARRISON, NEIL L.;"
"869","2090870;","RYAN, TIMOTHY A;"
"870","1859306;","AKABAS, MYLES H;"
"871","1876811;","HARRISON, NEIL L.;"
"872","1887044;","DOUGHERTY, DENNIS A;"
"873","1893740;","REES, DOUGLAS C;"
"874","6066238;","KOCHENDOERFER, GERD G;"
"875","6730526;","GOUGHERTY, DENNIS;"
"876","1887044;","DOUGHERTY, DENNIS A;"
"877","1964871;","MITCHISON, TIMOTHY J;"
"878","1964871;","MITCHISON, TIMOTHY J;"
"879","1863369;","KIRSCHNER, MARC W;"
"880","1916052;","KIRCHHAUSEN, TOMAS;"
"881","1898338;","MURRAY, ANDREW W;"
"882","1870219;","SHAIR, MATTHEW D.;"
"883","6760424;","KING, RANDY;"
"884","1964871;","MITCHISON, TIMOTHY J;"
"885","1883252;","DEROSIER, DAVID J;"
"886","1883252;","DEROSIER, DAVID J;"
"887","6409562;","GRIGORIEFF, NIKOLAUS;"
"888","6711056;","WALZ, THOMAS;"
"889","1857787;","HARRISON, STEPHEN C;"
"890","1883252;","DEROSIER, DAVID J;"
"891","1883252;","DEROSIER, DAVID J;"
"892","6646931;","ADAMS, PAUL DAVID;"
"893","6646931;","ADAMS, PAUL DAVID;"
"894","1883241;","TERWILLIGER, THOMAS C.;"
"895","6911205;","READ, RANDY J;"
"896","3054805;","IOERGER, THOMAS R;"
"897","6646931;","ADAMS, PAUL DAVID;"
"898","1902031;","CROSS, TIMOTHY A;"
"899","6765047;","LAKE, GEORGE;"
"900","1883268;","LEVY, RONALD;"
"901","1883268;","LEVY, RONALD;"
"902","1863260;","EBRIGHT, RICHARD H.;"
"903","6620309;","ALTMAN, RUSS BIAGIO;"
"904","6620309;","ALTMAN, RUSS BIAGIO;"
"905","7838999;","KRUMMEL, THOMAS M.;"
"906","1896140;","DELP, SCOTT L;"
"907","1868924;","MORROW, JASON D.;"
"908","1898932;","MARNETT, LAWRENCE J;"
"909","1887898;","OATES, JOHN A;"
"910","6223662;","BREYER, RICHARD M;"
"911","1965035;","ROBERTS, L JACKSON;"
"912","1956281;","BRASH, ALAN R.;"
"913","1868924;","MORROW, JASON D.;"
"914","6691073;","CAPRIOLI, RICHARD M;"
"915","6123995;","HORTON, JURETA W;"
"916","6123995;","HORTON, JURETA W;"
"917","6123995;","HORTON, JURETA W;"
"918","6123995;","HORTON, JURETA W;"
"919","6123995;","HORTON, JURETA W;"
"920","6123995;","HORTON, JURETA W;"
"921","1863194;","GIROIR, BRETT P;"
"922","1863194;","GIROIR, BRETT P;"
"923","1863194;","GIROIR, BRETT P;"
"924","1881977;","TURNAGE, RICHARD H.;"
"925","1881977;","TURNAGE, RICHARD H.;"
"926","1881977;","TURNAGE, RICHARD H.;"
"927","6623393;","O'KEEFE, GRANT;"
"928","6623393;","O'KEEFE, GRANT;"
"929","6623393;","O'KEEFE, GRANT;"
"930","2090608;","TOMPKINS, RONALD GARY;"
"931","6223685;","SOUBA, WILEY W;"
"932","2090608;","TOMPKINS, RONALD GARY;"
"933","2090608;","TOMPKINS, RONALD GARY;"
"934","2090608;","TOMPKINS, RONALD GARY;"
"935","1955213;","HUNT, THOMAS K.;"
"936","1879352;","HUSSAIN, M ZAMIRUL;"
"937","3124470;","HOPF, HARRIET W;"
"938","6355716;","SEN, CHANDAN K;"
"939","6660983;","WELCH, WILLIAM H;"
"940","1955213;","HUNT, THOMAS K.;"
"941","1887768;","MOODY, FRANK G;"
"942","6458458;","MOORE, FREDERICK A;"
"943","1898620;","KONE, BRUCE C.;"
"944","1955827;","WEISBRODT, NORMAN W;"
"945","6445769;","MERCER, DAVID A;"
"946","1887768;","MOODY, FRANK G;"
"947","1898620;","KONE, BRUCE C.;"
"948","1898300;","HARKEN, ALDEN H.;"
"949","6224049;","MOORE, ERNEST E;"
"950","6224051;","BANERJEE, ANIRBAN;"
"951","1898300;","HARKEN, ALDEN H.;"
"952","6224054;","MENG, XIANZHONG;"
"953","6769897;","BIFFL, WALTER;"
"954","2276939;","CAIRNS, CHARLES B;"
"955","6224056;","OFFNER, PATRICK;"
"956","6224056;","OFFNER, PATRICK;"
"957","6224051;","BANERJEE, ANIRBAN;"
"958","1885371;","SILLIMAN, CHRISTOPHER C.;"
"959","1867969;","MOORE, FRANCIS D;"
"960","6224172;","HECHTMAN, HERBERT B;"
"961","8802673;","JACOBS, DANNY O.;"
"962","1872624;","CARROLL, MICHAEL CRAIG;"
"963","1867969;","MOORE, FRANCIS D;"
"964","1881187;","BILLIAR, TIMOTHY R;"
"965","1881187;","BILLIAR, TIMOTHY R;"
"966","1917137;","BAUER, ANTHONY J;"
"967","1898374;","FINK, MITCHELL P.;"
"968","1879528;","PITT, BRUCE ROBERT;"
"969","1881187;","BILLIAR, TIMOTHY R;"
"970","6296838;","WATKINS, SIMON C;"
"971","1889274;","HERNDON, DAVID N;"
"972","1889274;","HERNDON, DAVID N;"
"973","2102120;","FERRANDO, ARNY A;"
"974","1877227;","WOLFE, ROBERT R;"
"975","2059705;","KLEIN, GORDON L;"
"976","1877227;","WOLFE, ROBERT R;"
"977","6378718;","ROSENBLATT, JUDAH;"
"978","1964804;","WANG, BI-CHENG;"
"979","1964804;","WANG, BI-CHENG;"
"980","1887686;","ADAMS, MICHAEL W.;"
"981","1887686;","ADAMS, MICHAEL W.;"
"982","1863323;","PRESTEGARD, JAMES H;"
"983","1863323;","PRESTEGARD, JAMES H;"
"984","2447855;","DELUCAS, LAWRENCE J;"
"985","2447855;","DELUCAS, LAWRENCE J;"
"986","1883241;","TERWILLIGER, THOMAS C.;"
"987","1883241;","TERWILLIGER, THOMAS C.;"
"988","1878922;","WILSON, IAN A;"
"989","1878922;","WILSON, IAN A;"
"990","1936703;","SUBRAMANIAM, SHANKAR;"
"991","1936703;","SUBRAMANIAM, SHANKAR;"
"992","1901104;","STEVENS, RAYMOND C;"
"993","1901104;","STEVENS, RAYMOND C;"
"994","1861452;","KUHN, PETER;"
"995","1861452;","KUHN, PETER;"
"996","1882178;","KIM, SUNG-HOU;"
"997","1882178;","KIM, SUNG-HOU;"
"998","1976770;","BRENNER, STEVEN E;"
"999","1976770;","BRENNER, STEVEN E;"
"1000","6725858;","KIM, ROSALIND;"
"1001","6725858;","KIM, ROSALIND;"
"1002","1882178;","KIM, SUNG-HOU;"
"1003","1882178;","KIM, SUNG-HOU;"
"1004","1863247;","WEMMER, DAVID E;"
"1005","1863247;","WEMMER, DAVID E;"
"1006","1887648;","MONTELIONE, GAETANO T;"
"1007","1887648;","MONTELIONE, GAETANO T;"
"1008","6726117;","ANDERSON, STEPHEN;"
"1009","6726117;","ANDERSON, STEPHEN;"
"1010","1898405;","HENDRICKSON, WAYNE A.;"
"1011","1898405;","HENDRICKSON, WAYNE A.;"
"1012","1887648;","MONTELIONE, GAETANO T;"
"1013","1887648;","MONTELIONE, GAETANO T;"
"1014","1863346;","HONIG, BARRY H;"
"1015","1863346;","HONIG, BARRY H;"
"1016","6487865;","JOACHIMIAK, ANDRZEJ JOACHIMIAK;"
"1017","6487865;","JOACHIMIAK, ANDRZEJ JOACHIMIAK;"
"1018","7055010;","BONANNO, JEFFREY B;"
"1019","7055010;","BONANNO, JEFFREY B;"
"1020","1858410;","MARKLEY, JOHN L;"
"1021","1877905;","HOL, WILHELMUS G. J.;"
"1022","1876490;","SING, CHARLES F;"
"1023","1887454;","HIXSON, JAMES E.;"
"1024","1876484;","BOERWINKLE, ERIC A;"
"1025","1931123;","CLARK, ANDREW G;"
"1026","1876490;","SING, CHARLES F;"
"1027","1891272;","RAJAGOPALAN, K. V.;"
"1028","1879144;","HESS, GEORGE P;"
"1029","1962933;","STORK, GILBERT;"
"1030","1965589;","LIPSCOMB, WILLIAM N;"
"1031","1876924;","KORNBERG, ARTHUR;"
"1032","1864713;","HAGER, LOWELL P;"
"1033","8798410;","GRANT, DAVID MORRIS;"
"1034","1876919;","CARPINO, LOUIS A;"
"1035","1862461;","RUDDLE, FRANK H;"
"1036","1863432;","KARLIN, SAMUEL;"
"1037","1866046;","SMITH, THOMAS J;"
"1038","1863431;","TINOCO, IGNACIO;"
"1039","6234173;","MASSEY, VINCENT;"
"1040","1880337;","ATTARDI, GIUSEPPE;"
"1041","1893809;","SCHACHMAN, HOWARD K.;"
"1042","1894308;","SHERMAN, FRED;"
"1043","1887900;","FEHER, GEORGE;"
"1044","1897080;","BENKOVIC, STEPHEN J;"
"1045","1891266;","TROST, BARRY M;"
"1046","1883312;","GALLANT, JONATHAN A;"
"1047","1883311;","BANASZAK, LEONARD J.;"
"1048","1858418;","COATES, ROBERT M.;"
"1049","1865319;","SCHERAGA, HAROLD A.;"
"1050","1864712;","DIAMOND, JARED M;"
"1051","1955198;","RICHARDSON, DAVID C.;"
"1052","1955198;","RICHARDSON, DAVID C.;"
"1053","1898505;","MAITRA, UMADAS;"
"1054","1859109;","SCHIMMEL, PAUL R;"
"1055","6320845;","KAPLAN, SAMUEL;"
"1056","1871010;","LUCCHESI, JOHN;"
"1057","1898504;","SLAYMAN, C W;"
"1058","1863353;","VON HIPPEL, PETER HANS;"
"1059","1898503;","KARGER, BARRY L.;"
"1060","1876913;","DEUTSCHER, MURRAY P;"
"1061","1863429;","LUDWIG, MARTHA L;"
"1062","1891264;","ALLISON, WILLIAM S.;"
"1063","1893807;","NOLLER, HARRY F;"
"1064","1880731;","SUNDARALINGAM, MUTTAIYA;"
"1065","1858417;","BRESLOW, ESTHER M;"
"1066","6249948;","HARTWELL, LELAND H;"
"1067","1879857;","COLLMAN, JAMES P;"
"1068","1852586;","KING, JONATHAN A;"
"1069","1896746;","WEBSTER, ROBERT E;"
"1070","1887887;","WOLFENDEN, RICHARD VANCE;"
"1071","1876894;","GEIDUSCHEK, ERNEST PETER;"
"1072","1863277;","CRAMER, WILLIAM A.;"
"1073","1955188;","LOSICK, RICHARD MARC;"
"1074","1955188;","LOSICK, RICHARD MARC;"
"1075","1893799;","BESSMAN, MAURICE J;"
"1076","1881774;","BRESLOW, RONALD C;"
"1077","1898401;","LOEHR, THOMAS M;"
"1078","8066641;","BEAK, PETER A.;"
"1079","1964555;","CLELAND, WILLIAM WALLACE;"
"1080","1881420;","GOODENOUGH, DANIEL A.;"
"1081","1870858;","LINN, STUART M;"
"1082","1862081;","INOUYE, MASAYORI;"
"1083","6472437;","KADNER, ROBERT J;"
"1084","1863393;","PRAKASH, LOUISE;"
"1085","1863392;","FOURNIER, MAURILLE J;"
"1086","1876882;","ALTMAN, SIDNEY;"
"1087","1965233;","DAHLBERG, ALBERT E;"
"1088","6966304;","WALSH, CHRISTOPHER T;"
"1089","1862126;","HABER, JAMES E;"
"1090","1862126;","HABER, JAMES E;"
"1091","6320700;","MATTHEWS, BRIAN W;"
"1092","2412815;","SMITHIES, OLIVER;"
"1093","1955186;","NEI, MASATOSHI;"
"1094","1876879;","COHEN, IRWIN KELMAN;"
"1095","1894753;","DOWHAN, WILLIAM;"
"1096","1883289;","MILLETT, FRANCIS S;"
"1097","1863389;","DENNIS, EDWARD A;"
"1098","1883288;","ZUSMAN, DAVID ROBERT;"
"1099","1964595;","RHOADS, ROBERT E.;"
"1100","1883287;","OLSON, WILMA K;"
"1101","1965226;","ROSE, IRWIN A;"
"1102","3102918;","WEIGERT, MARTIN G;"
"1103","1858416;","HORVATH, CSABA G;"
"1104","1955185;","GUTHRIE, CHRISTINE;"
"1105","1887884;","EWENS, WARREN J.;"
"1106","8132087;","EATON, GARETH R;"
"1107","7008996;","CHEN, CHI-HONG BETTY;"
"1108","1862347;","SALOMON, ROBERT GERD;"
"1109","1898464;","CUSANOVICH, MICHAEL A;"
"1110","1887882;","ANDERSEN, OLAF S;"
"1111","1876878;","SCHMID, CARL W;"
"1112","1965223;","MURGOLA, EMANUEL J;"
"1113","1863385;","BERMAN, HELEN M;"
"1114","1881209;","PEDERSON, THORU;"
"1115","1857702;","HANZLIK, ROBERT P;"
"1116","1876876;","BOCKRATH, RICHARD C;"
"1117","1858413;","GOROVSKY, MARTIN A;"
"1118","1965221;","THORNER, JEREMY W.;"
"1119","1965220;","ETZLER, MARILYNN E;"
"1120","6320700;","MATTHEWS, BRIAN W;"
"1121","1964730;","NAIDER, FRED R;"
"1122","1964484;","BECKER, JEFFREY M.;"
"1123","1894961;","HERSHEY, JOHN W;"
"1124","1897706;","CANE, DAVID E;"
"1125","1901687;","HERMAN, ROBERT K.;"
"1126","1898460;","BROWN, DONALD D;"
"1127","1898459;","MATTHEWS, KATHLEEN S;"
"1128","1964538;","PAULE, MARVIN R.;"
"1129","1893797;","MUNCK, ECKARD;"
"1130","1861608;","KUNG, CHING;"
"1131","1863165;","RUBIN, CHARLES S;"
"1132","1880945;","SOLL, DIETER G;"
"1133","1901686;","TURNER, DOUGLAS H.;"
"1134","1865294;","PAGANO, RICHARD E;"
"1135","1863383;","WOODY, ROBERT W;"
"1136","1863886;","CARSON, DENNIS A;"
"1137","1863275;","GRIFFIN, ROBERT GUY;"
"1138","1887602;","MATTHEWS, C ROBERT;"
"1139","1887602;","MATTHEWS, C ROBERT;"
"1140","1887760;","WICKNER, WILLIAM TOBEY;"
"1141","1863275;","GRIFFIN, ROBERT GUY;"
"1142","7070166;","CLINE, THOMAS W;"
"1143","1880335;","ROSBASH, MICHAEL;"
"1144","1859109;","SCHIMMEL, PAUL R;"
"1145","6494917;","MODRICH, PAUL LAWRENCE;"
"1146","1893937;","REDDY, JANARDAN K.;"
"1147","1887876;","REED, CHRISTOPHER A;"
"1148","1893796;","TRIMBLE, ROBERT B;"
"1149","1898454;","FULCO, ARMAND J.;"
"1150","6995732;","BEREZNEY, RONALD;"
"1151","6995732;","BEREZNEY, RONALD;"
"1152","1864704;","GANEM, BRUCE;"
"1153","1883283;","PETES, THOMAS D;"
"1154","1883283;","PETES, THOMAS D;"
"1155","1897080;","BENKOVIC, STEPHEN J;"
"1156","1887875;","LITTLE, JOHN W.;"
"1157","1885897;","MALONEY, PETER C;"
"1158","1897079;","JUSKO, WILLIAM J;"
"1159","1876869;","FIRTEL, RICHARD A;"
"1160","1876869;","FIRTEL, RICHARD A;"
"1161","1863380;","NOVOTNY, MILOS V;"
"1162","1898453;","SALMON, EDWARD D.;"
"1163","1863379;","SERWER, PHILIP;"
"1164","1876868;","BAMBARA, ROBERT A;"
"1165","1858415;","STROUD, ROBERT M;"
"1166","1862886;","ACKERS, GARY K;"
"1167","1864711;","WARSHEL, ARIEH;"
"1168","1858151;","WANG, JAMES C;"
"1169","1964621;","HORVITZ, H R;"
"1170","1898450;","SQUIRES, CATHERINE L;"
"1171","1893795;","SCARBOROUGH, GENE A;"
"1172","1863378;","ROBINSON, NEAL C;"
"1173","1863377;","MEISLER, MIRIAM H;"
"1174","1865319;","SCHERAGA, HAROLD A.;"
"1175","1898449;","MATTHEWS, ROWENA G;"
"1176","1863376;","BORISY, GARY G;"
"1177","1876866;","SEDAT, JOHN W;"
"1178","1890744;","YOUNG, MICHAEL W;"
"1179","1876734;","SILVERMAN, DAVID N;"
